county_name,population,03_04,03_05,03_06,03_09,03_10,03_11,03_12,03_13,03_15,03_16,03_17,03_18,03_19,03_20,03_21,03_22,03_23,03_24,03_25,03_26,03_27,03_28,03_29,03_30,03_31,04_01,04_02,04_03,04_04,04_05,04_06,04_07,04_08,04_09,04_10,04_11,04_12,04_13,04_14,04_15,04_16,04_17,04_18,04_19,04_20,04_21,04_22,04_23,04_24,04_25,04_26,04_27,04_28,04_29,04_30,05_01,05_02,05_03,05_04,05_05,05_06,05_07,05_08,05_09,05_10,05_11,05_12,05_13,05_14,05_15,05_16,05_17,05_18,05_19,05_20,05_21,05_22,05_23,05_24,05_25,05_26,05_27,05_28,05_29,05_30,05_31,06_01,06_02,06_03,06_04,06_05,06_06,06_07,06_08,06_09,06_10,06_11,06_12,06_13,06_14,06_15,06_16,06_17,06_18,06_19,06_20,06_21,06_22,06_23,06_24,06_25,06_26,06_27,06_28,06_29,06_30,07_01,07_02,07_03,07_04,07_05,07_06,07_07,07_08,07_09,07_10,07_11
Webb,276183,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,4,4,5,8,10,13,19,25,32,37,45,57,65,83,98,106,122,135,155,166,171,191,196,206,223,239,245,253,267,280,281,295,302,321,338,340,345,346,349,358,363,368,385,391,396,400,410,414,424,434,435,437,444,445,451,469,477,477,479,492,498,500,502,511,516,516,521,524,535,540,546,548,551,552,565,574,594,594,594,608,634,652,661,675,675,675,718,756,803,854,874,874,929,948,1003,1045,1101,1212,1262,1457,1503,1538,1604,1703,1773,1831,1868,1960,2091,2163,2405,2547
Wharton,41941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,6,6,6,7,9,9,9,9,12,17,17,18,20,23,26,27,28,31,32,32,34,34,34,36,36,36,36,36,37,36,36,36,37,37,37,37,39,40,40,40,41,41,41,41,42,42,42,42,42,42,43,44,46,45,44,44,45,50,55,56,57,57,57,58,58,64,68,70,73,75,76,76,84,86,87,89,92,94,94,98,98,99,114,115,118,118,120,144,147,163,181,189,192,197,203,215,226,230,230,236,244,251,262,312,328
Wheeler,5783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,5,5,5,7,7,7,8,9,9,11,12,12,13,13,14,14,14,14,14,14,14,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,18,19,19,19,19,19,19,19,19,20
Wichita,133138,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,4,5,5,8,12,15,26,28,30,38,38,44,46,46,47,48,48,50,53,54,56,56,56,56,57,57,58,59,60,60,62,62,62,62,62,62,63,64,65,65,65,65,65,68,70,70,71,74,75,75,75,76,77,78,78,78,78,80,82,82,82,82,82,82,82,84,84,84,84,84,84,85,85,85,87,87,87,87,90,90,92,93,99,99,99,117,120,137,150,169,169,169,201,230,250,270,270,300,300,318,363,397,420,425,436,442,464,512,548,567,585
Wilbarger,13038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,5,5,5,5,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,9,9,9,9,9,9,10,10,10,11,12,12,12,13,16,17,17,17
Willacy,22134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,3,5,5,5,5,5,7,5,5,5,5,5,5,6,7,7,8,8,8,9,10,10,10,13,13,13,13,13,13,13,13,13,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,15,15,14,14,14,14,14,15,14,15,16,16,18,21,21,21,26,35,37,37,42,45,48,52,54,56,59,61,65,71,75,82,87,93,103,114,118,125,129,137,151,154,156,168,207,217,229,233,242,243,251,256,267
Williamson,589914,0,0,0,0,0,0,0,0,0,0,0,0,2,8,8,9,13,14,19,22,27,34,37,37,42,50,55,63,71,76,77,81,87,97,103,110,113,117,119,124,128,140,146,151,155,156,158,167,182,206,211,262,287,287,293,301,306,313,323,328,333,341,352,361,368,377,380,397,424,442,451,463,481,486,501,513,520,528,541,553,565,584,588,596,605,612,621,630,636,649,660,672,684,691,698,745,763,787,820,862,904,960,1021,1068,1114,1159,1237,1337,1411,1498,1614,1702,1770,1850,2019,2100,2230,2339,2388,2469,2469,2469,3151,3151,3442,3617,3654
Wilson,51802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,3,5,5,6,6,6,6,7,8,9,10,10,11,11,11,12,13,19,19,21,21,22,23,25,25,26,29,29,29,31,32,32,33,33,33,34,34,34,34,34,35,36,36,36,36,36,36,36,36,37,37,38,38,38,38,38,38,38,38,38,38,38,38,40,41,41,44,44,45,45,45,46,46,50,52,52,52,53,53,55,65,69,72,72,76,80,83,83,88,86,86,98,101,111,113,132,132,132,144,146,166,173,190
Winkler,9295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,5,6,6,6,6,6,8,10,12,14,14,16,21,24,26,26,29,29,29,37,38,40,40,40
Wise,65807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,3,3,3,3,3,3,3,4,5,5,5,5,7,7,8,9,9,9,12,13,14,14,15,15,15,15,17,17,17,24,24,26,27,28,28,28,30,30,30,31,35,36,36,36,36,36,38,38,42,42,42,42,42,45,45,45,45,46,46,46,47,47,50,52,52,52,52,53,55,55,55,56,56,56,56,58,62,62,62,62,62,63,88,88,88,90,90,90,104,107,116,125,135,135,135,149,157,164,174,184
Wood,45292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,4,4,4,5,5,5,5,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,8,9,10,10,10,11,11,11,13,13,14,14,15,15,15,17,18,18,18,22,22,22,22,23,23,23,23,25,26,27,29,29,29,33,38,40,40,49,49,49,51,51,51,51,53,53,53,56,62,66,70,71,71,71,76,77,77,78,78,80,80,82,92,92,94,94,98,98,107,115,118,120,123
Yoakum,9225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,8,8,8,9,9,9,10,10,11,11,13,13,13,15,15,19,21,21,21,21,24,24,30,30,38,38,38,39,40,40,40,42
Young,18712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,11,13,14,15,15,15,15,15,15,16,16,16,16,17,22,22,22,22,22,22,24,25,30,33,34,34,34,34,38,42,46,53
Zapata,14409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,3,3,3,3,4,4,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,9,9,9,10,11,11,11,11,12,12,12,12,12,14,14,15,15,23,24,31,31,32,33,33,40,40,41,42,44,45,45,47,52,55,55,56,56,58,62,63,64,66,66
Zavala,12682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,7,9,9,9,9,9,9,9,10,11,11,11,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,13,13,13,13,13,13,13,13,13,13,14,16,17,18,19,19,19,21,21,23,23,25,25,25,29,29,41,46,49
Total,29677668,0,0,5,12,15,18,22,22,56,56,63,82,108,175,235,263,287,712,975,1394,1731,2048,2552,2874,3266,3996,4665,5324,6112,6793,7273,8261,9353,10230,11671,12561,13484,13906,14624,15492,16455,17371,18260,18923,19458,20196,21069,21944,22806,23773,24631,25297,26171,27054,28087,29229,30522,31548,32332,33369,34422,35390,36609,37860,38869,39869,41048,42403,43851,45198,46999,47784,48693,49912,51323,52268,53449,54509,55348,55971,56560,57921,59776,61006,62338,64287,64880,66568,68271,69920,71613,73553,74978,75616,77253,79757,81583,83680,86011,87854,89108,93206,96335,99851,103305,107735,111601,114881,120370,125921,131917,137624,143366,148723,153011,159986,168062,175977,183532,191790,195239,200557,210585,220564,230346,240111,250462
Counties Reporting Cases,.,0,0,2,3,4,6,7,7,17,17,20,23,27,34,41,43,46,65,82,92,104,110,118,122,122,135,143,145,151,152,156,161,167,170,176,177,177,178,181,184,191,192,194,197,198,198,200,202,204,204,204,205,207,207,209,210,212,212,213,216,216,217,219,219,219,219,220,219,219,222,222,222,222,224,225,225,226,227,227,228,229,230,230,230,231,231,231,232,232,232,236,235,235,235,236,236,236,236,237,237,238,237,237,237,239,240,240,241,242,242,243,244,244,244,244,244,244,244,246,246,247,247,246,246,246,247,247
