date,types,rate,number,year,type,group
2020-05-08,spend_apg,-29,-29%,"May 08, 2020",Apparel & Gen. Merchandise,Industry
2020-05-09,spend_apg,-27,-27%,"May 09, 2020",Apparel & Gen. Merchandise,Industry
2020-05-10,spend_apg,-27,-27%,"May 10, 2020",Apparel & Gen. Merchandise,Industry
2020-05-11,spend_apg,-27,-27%,"May 11, 2020",Apparel & Gen. Merchandise,Industry
2020-05-12,spend_apg,-27,-27%,"May 12, 2020",Apparel & Gen. Merchandise,Industry
2020-05-13,spend_apg,-25,-25%,"May 13, 2020",Apparel & Gen. Merchandise,Industry
2020-05-14,spend_apg,-24,-24%,"May 14, 2020",Apparel & Gen. Merchandise,Industry
2020-05-15,spend_apg,-24,-24%,"May 15, 2020",Apparel & Gen. Merchandise,Industry
2020-05-16,spend_apg,-23,-23%,"May 16, 2020",Apparel & Gen. Merchandise,Industry
2020-05-17,spend_apg,-20,-20%,"May 17, 2020",Apparel & Gen. Merchandise,Industry
2020-05-18,spend_apg,-18,-18%,"May 18, 2020",Apparel & Gen. Merchandise,Industry
2020-05-19,spend_apg,-18,-18%,"May 19, 2020",Apparel & Gen. Merchandise,Industry
2020-05-20,spend_apg,-17,-17%,"May 20, 2020",Apparel & Gen. Merchandise,Industry
2020-05-21,spend_apg,-18,-18%,"May 21, 2020",Apparel & Gen. Merchandise,Industry
2020-05-22,spend_apg,-17,-17%,"May 22, 2020",Apparel & Gen. Merchandise,Industry
2020-05-23,spend_apg,-18,-18%,"May 23, 2020",Apparel & Gen. Merchandise,Industry
2020-05-24,spend_apg,-19,-19%,"May 24, 2020",Apparel & Gen. Merchandise,Industry
2020-05-25,spend_apg,-21,-21%,"May 25, 2020",Apparel & Gen. Merchandise,Industry
2020-05-26,spend_apg,-20,-20%,"May 26, 2020",Apparel & Gen. Merchandise,Industry
2020-05-27,spend_apg,-20,-20%,"May 27, 2020",Apparel & Gen. Merchandise,Industry
2020-05-28,spend_apg,-19,-19%,"May 28, 2020",Apparel & Gen. Merchandise,Industry
2020-05-29,spend_apg,-19,-19%,"May 29, 2020",Apparel & Gen. Merchandise,Industry
2020-05-30,spend_apg,-20,-20%,"May 30, 2020",Apparel & Gen. Merchandise,Industry
2020-05-31,spend_apg,-23,-23%,"May 31, 2020",Apparel & Gen. Merchandise,Industry
2020-06-01,spend_apg,-22,-22%,"Jun 01, 2020",Apparel & Gen. Merchandise,Industry
2020-06-02,spend_apg,-22,-22%,"Jun 02, 2020",Apparel & Gen. Merchandise,Industry
2020-06-03,spend_apg,-24,-24%,"Jun 03, 2020",Apparel & Gen. Merchandise,Industry
2020-06-04,spend_apg,-25,-25%,"Jun 04, 2020",Apparel & Gen. Merchandise,Industry
2020-06-05,spend_apg,-25,-25%,"Jun 05, 2020",Apparel & Gen. Merchandise,Industry
2020-06-06,spend_apg,-24,-24%,"Jun 06, 2020",Apparel & Gen. Merchandise,Industry
2020-06-07,spend_apg,-20,-20%,"Jun 07, 2020",Apparel & Gen. Merchandise,Industry
2020-06-08,spend_apg,-19,-19%,"Jun 08, 2020",Apparel & Gen. Merchandise,Industry
2020-06-09,spend_apg,-18,-18%,"Jun 09, 2020",Apparel & Gen. Merchandise,Industry
2020-06-10,spend_apg,-16,-16%,"Jun 10, 2020",Apparel & Gen. Merchandise,Industry
2020-06-11,spend_apg,-15,-15%,"Jun 11, 2020",Apparel & Gen. Merchandise,Industry
2020-06-12,spend_apg,-14,-14%,"Jun 12, 2020",Apparel & Gen. Merchandise,Industry
2020-06-13,spend_apg,-14,-14%,"Jun 13, 2020",Apparel & Gen. Merchandise,Industry
2020-06-14,spend_apg,-14,-14%,"Jun 14, 2020",Apparel & Gen. Merchandise,Industry
2020-06-15,spend_apg,-16,-16%,"Jun 15, 2020",Apparel & Gen. Merchandise,Industry
2020-06-16,spend_apg,-14,-14%,"Jun 16, 2020",Apparel & Gen. Merchandise,Industry
2020-06-17,spend_apg,-14,-14%,"Jun 17, 2020",Apparel & Gen. Merchandise,Industry
2020-06-18,spend_apg,-13,-13%,"Jun 18, 2020",Apparel & Gen. Merchandise,Industry
2020-06-19,spend_apg,-12,-12%,"Jun 19, 2020",Apparel & Gen. Merchandise,Industry
2020-06-20,spend_apg,-10,-10%,"Jun 20, 2020",Apparel & Gen. Merchandise,Industry
2020-06-21,spend_apg,-9,-9%,"Jun 21, 2020",Apparel & Gen. Merchandise,Industry
2020-06-22,spend_apg,-8,-8%,"Jun 22, 2020",Apparel & Gen. Merchandise,Industry
2020-06-23,spend_apg,-10,-10%,"Jun 23, 2020",Apparel & Gen. Merchandise,Industry
2020-06-24,spend_apg,-11,-11%,"Jun 24, 2020",Apparel & Gen. Merchandise,Industry
2020-06-25,spend_apg,-13,-13%,"Jun 25, 2020",Apparel & Gen. Merchandise,Industry
2020-06-26,spend_apg,-15,-15%,"Jun 26, 2020",Apparel & Gen. Merchandise,Industry
2020-06-27,spend_apg,-16,-16%,"Jun 27, 2020",Apparel & Gen. Merchandise,Industry
2020-06-28,spend_apg,-17,-17%,"Jun 28, 2020",Apparel & Gen. Merchandise,Industry
2020-06-29,spend_apg,-16,-16%,"Jun 29, 2020",Apparel & Gen. Merchandise,Industry
2020-06-30,spend_apg,-16,-16%,"Jun 30, 2020",Apparel & Gen. Merchandise,Industry
2020-07-01,spend_apg,-16,-16%,"Jul 01, 2020",Apparel & Gen. Merchandise,Industry
2020-07-02,spend_apg,-15,-15%,"Jul 02, 2020",Apparel & Gen. Merchandise,Industry
2020-07-03,spend_apg,-15,-15%,"Jul 03, 2020",Apparel & Gen. Merchandise,Industry
2020-07-04,spend_apg,-18,-18%,"Jul 04, 2020",Apparel & Gen. Merchandise,Industry
2020-07-05,spend_apg,-16,-16%,"Jul 05, 2020",Apparel & Gen. Merchandise,Industry
2020-07-06,spend_apg,-16,-16%,"Jul 06, 2020",Apparel & Gen. Merchandise,Industry
2020-07-07,spend_apg,-16,-16%,"Jul 07, 2020",Apparel & Gen. Merchandise,Industry
2020-07-08,spend_apg,-16,-16%,"Jul 08, 2020",Apparel & Gen. Merchandise,Industry
2020-07-09,spend_apg,-15,-15%,"Jul 09, 2020",Apparel & Gen. Merchandise,Industry
2020-07-10,spend_apg,-15,-15%,"Jul 10, 2020",Apparel & Gen. Merchandise,Industry
2020-07-11,spend_apg,-15,-15%,"Jul 11, 2020",Apparel & Gen. Merchandise,Industry
2020-07-12,spend_apg,-14,-14%,"Jul 12, 2020",Apparel & Gen. Merchandise,Industry
2020-07-13,spend_apg,-15,-15%,"Jul 13, 2020",Apparel & Gen. Merchandise,Industry
2020-07-14,spend_apg,-15,-15%,"Jul 14, 2020",Apparel & Gen. Merchandise,Industry
2020-07-15,spend_apg,-16,-16%,"Jul 15, 2020",Apparel & Gen. Merchandise,Industry
2020-07-16,spend_apg,-16,-16%,"Jul 16, 2020",Apparel & Gen. Merchandise,Industry
2020-07-17,spend_apg,-16,-16%,"Jul 17, 2020",Apparel & Gen. Merchandise,Industry
2020-07-18,spend_apg,-17,-17%,"Jul 18, 2020",Apparel & Gen. Merchandise,Industry
2020-07-19,spend_apg,-17,-17%,"Jul 19, 2020",Apparel & Gen. Merchandise,Industry
2020-07-20,spend_apg,-17,-17%,"Jul 20, 2020",Apparel & Gen. Merchandise,Industry
2020-07-21,spend_apg,-17,-17%,"Jul 21, 2020",Apparel & Gen. Merchandise,Industry
2020-07-22,spend_apg,-17,-17%,"Jul 22, 2020",Apparel & Gen. Merchandise,Industry
2020-07-23,spend_apg,-17,-17%,"Jul 23, 2020",Apparel & Gen. Merchandise,Industry
2020-07-24,spend_apg,-18,-18%,"Jul 24, 2020",Apparel & Gen. Merchandise,Industry
2020-07-25,spend_apg,-18,-18%,"Jul 25, 2020",Apparel & Gen. Merchandise,Industry
2020-07-26,spend_apg,-18,-18%,"Jul 26, 2020",Apparel & Gen. Merchandise,Industry
2020-07-27,spend_apg,-17,-17%,"Jul 27, 2020",Apparel & Gen. Merchandise,Industry
2020-07-28,spend_apg,-17,-17%,"Jul 28, 2020",Apparel & Gen. Merchandise,Industry
2020-07-29,spend_apg,-16,-16%,"Jul 29, 2020",Apparel & Gen. Merchandise,Industry
2020-07-30,spend_apg,-16,-16%,"Jul 30, 2020",Apparel & Gen. Merchandise,Industry
2020-07-31,spend_apg,-15,-15%,"Jul 31, 2020",Apparel & Gen. Merchandise,Industry
2020-08-01,spend_apg,-14,-14%,"Aug 01, 2020",Apparel & Gen. Merchandise,Industry
2020-08-02,spend_apg,-14,-14%,"Aug 02, 2020",Apparel & Gen. Merchandise,Industry
2020-08-03,spend_apg,-14,-14%,"Aug 03, 2020",Apparel & Gen. Merchandise,Industry
2020-08-04,spend_apg,-14,-14%,"Aug 04, 2020",Apparel & Gen. Merchandise,Industry
2020-08-05,spend_apg,-14,-14%,"Aug 05, 2020",Apparel & Gen. Merchandise,Industry
2020-08-06,spend_apg,-14,-14%,"Aug 06, 2020",Apparel & Gen. Merchandise,Industry
2020-08-07,spend_apg,-14,-14%,"Aug 07, 2020",Apparel & Gen. Merchandise,Industry
2020-08-08,spend_apg,-15,-15%,"Aug 08, 2020",Apparel & Gen. Merchandise,Industry
2020-08-09,spend_apg,-15,-15%,"Aug 09, 2020",Apparel & Gen. Merchandise,Industry
2020-01-13,spend_aer,-6,-6%,"Jan 13, 2020","Entertainment, and Recreation",Industry
2020-01-14,spend_aer,-4,-4%,"Jan 14, 2020","Entertainment, and Recreation",Industry
2020-01-15,spend_aer,-2,-2%,"Jan 15, 2020","Entertainment, and Recreation",Industry
2020-01-16,spend_aer,1,1%,"Jan 16, 2020","Entertainment, and Recreation",Industry
2020-01-17,spend_aer,3,3%,"Jan 17, 2020","Entertainment, and Recreation",Industry
2020-01-18,spend_aer,5,5%,"Jan 18, 2020","Entertainment, and Recreation",Industry
2020-01-19,spend_aer,7,7%,"Jan 19, 2020","Entertainment, and Recreation",Industry
2020-01-20,spend_aer,6,6%,"Jan 20, 2020","Entertainment, and Recreation",Industry
2020-01-21,spend_aer,6,6%,"Jan 21, 2020","Entertainment, and Recreation",Industry
2020-01-22,spend_aer,6,6%,"Jan 22, 2020","Entertainment, and Recreation",Industry
2020-01-23,spend_aer,5,5%,"Jan 23, 2020","Entertainment, and Recreation",Industry
2020-01-24,spend_aer,5,5%,"Jan 24, 2020","Entertainment, and Recreation",Industry
2020-01-25,spend_aer,5,5%,"Jan 25, 2020","Entertainment, and Recreation",Industry
2020-01-26,spend_aer,4,4%,"Jan 26, 2020","Entertainment, and Recreation",Industry
2020-01-27,spend_aer,3,3%,"Jan 27, 2020","Entertainment, and Recreation",Industry
2020-01-28,spend_aer,2,2%,"Jan 28, 2020","Entertainment, and Recreation",Industry
2020-01-29,spend_aer,2,2%,"Jan 29, 2020","Entertainment, and Recreation",Industry
2020-01-30,spend_aer,-1,-1%,"Jan 30, 2020","Entertainment, and Recreation",Industry
2020-01-31,spend_aer,1,1%,"Jan 31, 2020","Entertainment, and Recreation",Industry
2020-02-01,spend_aer,-0,0%,"Feb 01, 2020","Entertainment, and Recreation",Industry
2020-02-02,spend_aer,-2,-2%,"Feb 02, 2020","Entertainment, and Recreation",Industry
2020-02-03,spend_aer,3,3%,"Feb 03, 2020","Entertainment, and Recreation",Industry
2020-02-04,spend_aer,4,4%,"Feb 04, 2020","Entertainment, and Recreation",Industry
2020-02-05,spend_aer,1,1%,"Feb 05, 2020","Entertainment, and Recreation",Industry
2020-02-06,spend_aer,4,4%,"Feb 06, 2020","Entertainment, and Recreation",Industry
2020-02-07,spend_aer,6,6%,"Feb 07, 2020","Entertainment, and Recreation",Industry
2020-02-08,spend_aer,13,13%,"Feb 08, 2020","Entertainment, and Recreation",Industry
2020-02-09,spend_aer,16,16%,"Feb 09, 2020","Entertainment, and Recreation",Industry
2020-02-10,spend_aer,10,10%,"Feb 10, 2020","Entertainment, and Recreation",Industry
2020-02-11,spend_aer,12,12%,"Feb 11, 2020","Entertainment, and Recreation",Industry
2020-02-12,spend_aer,16,16%,"Feb 12, 2020","Entertainment, and Recreation",Industry
2020-02-13,spend_aer,12,12%,"Feb 13, 2020","Entertainment, and Recreation",Industry
2020-02-14,spend_aer,11,11%,"Feb 14, 2020","Entertainment, and Recreation",Industry
2020-02-15,spend_aer,10,10%,"Feb 15, 2020","Entertainment, and Recreation",Industry
2020-02-16,spend_aer,8,8%,"Feb 16, 2020","Entertainment, and Recreation",Industry
2020-02-17,spend_aer,9,9%,"Feb 17, 2020","Entertainment, and Recreation",Industry
2020-02-18,spend_aer,7,7%,"Feb 18, 2020","Entertainment, and Recreation",Industry
2020-02-19,spend_aer,7,7%,"Feb 19, 2020","Entertainment, and Recreation",Industry
2020-02-20,spend_aer,6,6%,"Feb 20, 2020","Entertainment, and Recreation",Industry
2020-02-21,spend_aer,2,2%,"Feb 21, 2020","Entertainment, and Recreation",Industry
2020-02-22,spend_aer,-2,-2%,"Feb 22, 2020","Entertainment, and Recreation",Industry
2020-02-23,spend_aer,-1,-1%,"Feb 23, 2020","Entertainment, and Recreation",Industry
2020-02-24,spend_aer,-4,-4%,"Feb 24, 2020","Entertainment, and Recreation",Industry
2020-02-25,spend_aer,-4,-4%,"Feb 25, 2020","Entertainment, and Recreation",Industry
2020-02-26,spend_aer,-6,-6%,"Feb 26, 2020","Entertainment, and Recreation",Industry
2020-02-27,spend_aer,-7,-7%,"Feb 27, 2020","Entertainment, and Recreation",Industry
2020-02-28,spend_aer,-11,-11%,"Feb 28, 2020","Entertainment, and Recreation",Industry
2020-02-29,spend_aer,-8,-8%,"Feb 29, 2020","Entertainment, and Recreation",Industry
2020-03-01,spend_aer,-13,-13%,"Mar 01, 2020","Entertainment, and Recreation",Industry
2020-03-02,spend_aer,-10,-10%,"Mar 02, 2020","Entertainment, and Recreation",Industry
2020-03-03,spend_aer,-11,-11%,"Mar 03, 2020","Entertainment, and Recreation",Industry
2020-03-04,spend_aer,-10,-10%,"Mar 04, 2020","Entertainment, and Recreation",Industry
2020-03-05,spend_aer,-9,-9%,"Mar 05, 2020","Entertainment, and Recreation",Industry
2020-03-06,spend_aer,-11,-11%,"Mar 06, 2020","Entertainment, and Recreation",Industry
2020-03-07,spend_aer,-9,-9%,"Mar 07, 2020","Entertainment, and Recreation",Industry
2020-03-08,spend_aer,-5,-5%,"Mar 08, 2020","Entertainment, and Recreation",Industry
2020-03-09,spend_aer,-7,-7%,"Mar 09, 2020","Entertainment, and Recreation",Industry
2020-03-10,spend_aer,-8,-8%,"Mar 10, 2020","Entertainment, and Recreation",Industry
2020-03-11,spend_aer,-10,-10%,"Mar 11, 2020","Entertainment, and Recreation",Industry
2020-03-12,spend_aer,-14,-14%,"Mar 12, 2020","Entertainment, and Recreation",Industry
2020-03-13,spend_aer,-19,-19%,"Mar 13, 2020","Entertainment, and Recreation",Industry
2020-03-14,spend_aer,-27,-27%,"Mar 14, 2020","Entertainment, and Recreation",Industry
2020-03-15,spend_aer,-32,-32%,"Mar 15, 2020","Entertainment, and Recreation",Industry
2020-03-16,spend_aer,-39,-39%,"Mar 16, 2020","Entertainment, and Recreation",Industry
2020-03-17,spend_aer,-43,-43%,"Mar 17, 2020","Entertainment, and Recreation",Industry
2020-03-18,spend_aer,-48,-48%,"Mar 18, 2020","Entertainment, and Recreation",Industry
2020-03-19,spend_aer,-49,-49%,"Mar 19, 2020","Entertainment, and Recreation",Industry
2020-03-20,spend_aer,-51,-51%,"Mar 20, 2020","Entertainment, and Recreation",Industry
2020-03-21,spend_aer,-54,-54%,"Mar 21, 2020","Entertainment, and Recreation",Industry
2020-03-22,spend_aer,-60,-60%,"Mar 22, 2020","Entertainment, and Recreation",Industry
2020-03-23,spend_aer,-62,-62%,"Mar 23, 2020","Entertainment, and Recreation",Industry
2020-03-24,spend_aer,-65,-65%,"Mar 24, 2020","Entertainment, and Recreation",Industry
2020-03-25,spend_aer,-66,-66%,"Mar 25, 2020","Entertainment, and Recreation",Industry
2020-03-26,spend_aer,-68,-68%,"Mar 26, 2020","Entertainment, and Recreation",Industry
2020-03-27,spend_aer,-70,-70%,"Mar 27, 2020","Entertainment, and Recreation",Industry
2020-03-28,spend_aer,-71,-71%,"Mar 28, 2020","Entertainment, and Recreation",Industry
2020-03-29,spend_aer,-71,-71%,"Mar 29, 2020","Entertainment, and Recreation",Industry
2020-03-30,spend_aer,-72,-72%,"Mar 30, 2020","Entertainment, and Recreation",Industry
2020-03-31,spend_aer,-71,-71%,"Mar 31, 2020","Entertainment, and Recreation",Industry
2020-04-01,spend_aer,-70,-70%,"Apr 01, 2020","Entertainment, and Recreation",Industry
2020-04-02,spend_aer,-70,-70%,"Apr 02, 2020","Entertainment, and Recreation",Industry
2020-04-03,spend_aer,-71,-71%,"Apr 03, 2020","Entertainment, and Recreation",Industry
2020-04-04,spend_aer,-71,-71%,"Apr 04, 2020","Entertainment, and Recreation",Industry
2020-04-05,spend_aer,-72,-72%,"Apr 05, 2020","Entertainment, and Recreation",Industry
2020-04-06,spend_aer,-71,-71%,"Apr 06, 2020","Entertainment, and Recreation",Industry
2020-04-07,spend_aer,-71,-71%,"Apr 07, 2020","Entertainment, and Recreation",Industry
2020-04-08,spend_aer,-72,-72%,"Apr 08, 2020","Entertainment, and Recreation",Industry
2020-04-09,spend_aer,-73,-73%,"Apr 09, 2020","Entertainment, and Recreation",Industry
2020-04-10,spend_aer,-72,-72%,"Apr 10, 2020","Entertainment, and Recreation",Industry
2020-04-11,spend_aer,-71,-71%,"Apr 11, 2020","Entertainment, and Recreation",Industry
2020-04-12,spend_aer,-71,-71%,"Apr 12, 2020","Entertainment, and Recreation",Industry
2020-04-13,spend_aer,-72,-72%,"Apr 13, 2020","Entertainment, and Recreation",Industry
2020-04-14,spend_aer,-70,-70%,"Apr 14, 2020","Entertainment, and Recreation",Industry
2020-04-15,spend_aer,-69,-69%,"Apr 15, 2020","Entertainment, and Recreation",Industry
2020-04-16,spend_aer,-68,-68%,"Apr 16, 2020","Entertainment, and Recreation",Industry
2020-04-17,spend_aer,-69,-69%,"Apr 17, 2020","Entertainment, and Recreation",Industry
2020-04-18,spend_aer,-70,-70%,"Apr 18, 2020","Entertainment, and Recreation",Industry
2020-04-19,spend_aer,-70,-70%,"Apr 19, 2020","Entertainment, and Recreation",Industry
2020-04-20,spend_aer,-70,-70%,"Apr 20, 2020","Entertainment, and Recreation",Industry
2020-04-21,spend_aer,-71,-71%,"Apr 21, 2020","Entertainment, and Recreation",Industry
2020-04-22,spend_aer,-74,-74%,"Apr 22, 2020","Entertainment, and Recreation",Industry
2020-04-23,spend_aer,-75,-75%,"Apr 23, 2020","Entertainment, and Recreation",Industry
2020-04-24,spend_aer,-76,-76%,"Apr 24, 2020","Entertainment, and Recreation",Industry
2020-04-25,spend_aer,-75,-75%,"Apr 25, 2020","Entertainment, and Recreation",Industry
2020-04-26,spend_aer,-74,-74%,"Apr 26, 2020","Entertainment, and Recreation",Industry
2020-04-27,spend_aer,-74,-74%,"Apr 27, 2020","Entertainment, and Recreation",Industry
2020-04-28,spend_aer,-75,-75%,"Apr 28, 2020","Entertainment, and Recreation",Industry
2020-04-29,spend_aer,-76,-76%,"Apr 29, 2020","Entertainment, and Recreation",Industry
2020-04-30,spend_aer,-76,-76%,"Apr 30, 2020","Entertainment, and Recreation",Industry
2020-05-01,spend_aer,-75,-75%,"May 01, 2020","Entertainment, and Recreation",Industry
2020-05-02,spend_aer,-74,-74%,"May 02, 2020","Entertainment, and Recreation",Industry
2020-05-03,spend_aer,-74,-74%,"May 03, 2020","Entertainment, and Recreation",Industry
2020-05-04,spend_aer,-73,-73%,"May 04, 2020","Entertainment, and Recreation",Industry
2020-05-05,spend_aer,-71,-71%,"May 05, 2020","Entertainment, and Recreation",Industry
2020-05-06,spend_aer,-69,-69%,"May 06, 2020","Entertainment, and Recreation",Industry
2020-05-07,spend_aer,-67,-67%,"May 07, 2020","Entertainment, and Recreation",Industry
2020-05-08,spend_aer,-64,-64%,"May 08, 2020","Entertainment, and Recreation",Industry
2020-05-09,spend_aer,-65,-65%,"May 09, 2020","Entertainment, and Recreation",Industry
2020-05-10,spend_aer,-66,-66%,"May 10, 2020","Entertainment, and Recreation",Industry
2020-05-11,spend_aer,-66,-66%,"May 11, 2020","Entertainment, and Recreation",Industry
2020-05-12,spend_aer,-65,-65%,"May 12, 2020","Entertainment, and Recreation",Industry
2020-05-13,spend_aer,-66,-66%,"May 13, 2020","Entertainment, and Recreation",Industry
2020-05-14,spend_aer,-66,-66%,"May 14, 2020","Entertainment, and Recreation",Industry
2020-05-15,spend_aer,-66,-66%,"May 15, 2020","Entertainment, and Recreation",Industry
2020-05-16,spend_aer,-66,-66%,"May 16, 2020","Entertainment, and Recreation",Industry
2020-05-17,spend_aer,-65,-65%,"May 17, 2020","Entertainment, and Recreation",Industry
2020-05-18,spend_aer,-63,-63%,"May 18, 2020","Entertainment, and Recreation",Industry
2020-05-19,spend_aer,-65,-65%,"May 19, 2020","Entertainment, and Recreation",Industry
2020-05-20,spend_aer,-63,-63%,"May 20, 2020","Entertainment, and Recreation",Industry
2020-05-21,spend_aer,-62,-62%,"May 21, 2020","Entertainment, and Recreation",Industry
2020-05-22,spend_aer,-62,-62%,"May 22, 2020","Entertainment, and Recreation",Industry
2020-05-23,spend_aer,-62,-62%,"May 23, 2020","Entertainment, and Recreation",Industry
2020-05-24,spend_aer,-61,-61%,"May 24, 2020","Entertainment, and Recreation",Industry
2020-05-25,spend_aer,-64,-64%,"May 25, 2020","Entertainment, and Recreation",Industry
2020-05-26,spend_aer,-64,-64%,"May 26, 2020","Entertainment, and Recreation",Industry
2020-05-27,spend_aer,-64,-64%,"May 27, 2020","Entertainment, and Recreation",Industry
2020-05-28,spend_aer,-65,-65%,"May 28, 2020","Entertainment, and Recreation",Industry
2020-05-29,spend_aer,-61,-61%,"May 29, 2020","Entertainment, and Recreation",Industry
2020-05-30,spend_aer,-60,-60%,"May 30, 2020","Entertainment, and Recreation",Industry
2020-05-31,spend_aer,-62,-62%,"May 31, 2020","Entertainment, and Recreation",Industry
2020-06-01,spend_aer,-54,-54%,"Jun 01, 2020","Entertainment, and Recreation",Industry
2020-06-02,spend_aer,-49,-49%,"Jun 02, 2020","Entertainment, and Recreation",Industry
2020-06-03,spend_aer,-51,-51%,"Jun 03, 2020","Entertainment, and Recreation",Industry
2020-06-04,spend_aer,-48,-48%,"Jun 04, 2020","Entertainment, and Recreation",Industry
2020-06-05,spend_aer,-49,-49%,"Jun 05, 2020","Entertainment, and Recreation",Industry
2020-06-06,spend_aer,-47,-47%,"Jun 06, 2020","Entertainment, and Recreation",Industry
2020-06-07,spend_aer,-44,-44%,"Jun 07, 2020","Entertainment, and Recreation",Industry
2020-06-08,spend_aer,-50,-50%,"Jun 08, 2020","Entertainment, and Recreation",Industry
2020-06-09,spend_aer,-52,-52%,"Jun 09, 2020","Entertainment, and Recreation",Industry
2020-06-10,spend_aer,-51,-51%,"Jun 10, 2020","Entertainment, and Recreation",Industry
2020-06-11,spend_aer,-52,-52%,"Jun 11, 2020","Entertainment, and Recreation",Industry
2020-06-12,spend_aer,-53,-53%,"Jun 12, 2020","Entertainment, and Recreation",Industry
2020-06-13,spend_aer,-54,-54%,"Jun 13, 2020","Entertainment, and Recreation",Industry
2020-06-14,spend_aer,-54,-54%,"Jun 14, 2020","Entertainment, and Recreation",Industry
2020-06-15,spend_aer,-51,-51%,"Jun 15, 2020","Entertainment, and Recreation",Industry
2020-06-16,spend_aer,-50,-50%,"Jun 16, 2020","Entertainment, and Recreation",Industry
2020-06-17,spend_aer,-49,-49%,"Jun 17, 2020","Entertainment, and Recreation",Industry
2020-06-18,spend_aer,-49,-49%,"Jun 18, 2020","Entertainment, and Recreation",Industry
2020-06-19,spend_aer,-47,-47%,"Jun 19, 2020","Entertainment, and Recreation",Industry
2020-06-20,spend_aer,-46,-46%,"Jun 20, 2020","Entertainment, and Recreation",Industry
2020-06-21,spend_aer,-48,-48%,"Jun 21, 2020","Entertainment, and Recreation",Industry
2020-06-22,spend_aer,-51,-51%,"Jun 22, 2020","Entertainment, and Recreation",Industry
2020-06-23,spend_aer,-51,-51%,"Jun 23, 2020","Entertainment, and Recreation",Industry
2020-06-24,spend_aer,-55,-55%,"Jun 24, 2020","Entertainment, and Recreation",Industry
2020-06-25,spend_aer,-55,-55%,"Jun 25, 2020","Entertainment, and Recreation",Industry
2020-06-26,spend_aer,-58,-58%,"Jun 26, 2020","Entertainment, and Recreation",Industry
2020-06-27,spend_aer,-58,-58%,"Jun 27, 2020","Entertainment, and Recreation",Industry
2020-06-28,spend_aer,-58,-58%,"Jun 28, 2020","Entertainment, and Recreation",Industry
2020-06-29,spend_aer,-59,-59%,"Jun 29, 2020","Entertainment, and Recreation",Industry
2020-06-30,spend_aer,-61,-61%,"Jun 30, 2020","Entertainment, and Recreation",Industry
2020-07-01,spend_aer,-57,-57%,"Jul 01, 2020","Entertainment, and Recreation",Industry
2020-07-02,spend_aer,-57,-57%,"Jul 02, 2020","Entertainment, and Recreation",Industry
2020-07-03,spend_aer,-57,-57%,"Jul 03, 2020","Entertainment, and Recreation",Industry
2020-07-04,spend_aer,-61,-61%,"Jul 04, 2020","Entertainment, and Recreation",Industry
2020-07-05,spend_aer,-59,-59%,"Jul 05, 2020","Entertainment, and Recreation",Industry
2020-07-06,spend_aer,-58,-58%,"Jul 06, 2020","Entertainment, and Recreation",Industry
2020-07-07,spend_aer,-58,-58%,"Jul 07, 2020","Entertainment, and Recreation",Industry
2020-07-08,spend_aer,-57,-57%,"Jul 08, 2020","Entertainment, and Recreation",Industry
2020-07-09,spend_aer,-56,-56%,"Jul 09, 2020","Entertainment, and Recreation",Industry
2020-07-10,spend_aer,-55,-55%,"Jul 10, 2020","Entertainment, and Recreation",Industry
2020-07-11,spend_aer,-54,-54%,"Jul 11, 2020","Entertainment, and Recreation",Industry
2020-07-12,spend_aer,-53,-53%,"Jul 12, 2020","Entertainment, and Recreation",Industry
2020-07-13,spend_aer,-54,-54%,"Jul 13, 2020","Entertainment, and Recreation",Industry
2020-07-14,spend_aer,-55,-55%,"Jul 14, 2020","Entertainment, and Recreation",Industry
2020-07-15,spend_aer,-56,-56%,"Jul 15, 2020","Entertainment, and Recreation",Industry
2020-07-16,spend_aer,-57,-57%,"Jul 16, 2020","Entertainment, and Recreation",Industry
2020-07-17,spend_aer,-58,-58%,"Jul 17, 2020","Entertainment, and Recreation",Industry
2020-07-18,spend_aer,-58,-58%,"Jul 18, 2020","Entertainment, and Recreation",Industry
2020-07-19,spend_aer,-59,-59%,"Jul 19, 2020","Entertainment, and Recreation",Industry
2020-07-20,spend_aer,-60,-60%,"Jul 20, 2020","Entertainment, and Recreation",Industry
2020-07-21,spend_aer,-60,-60%,"Jul 21, 2020","Entertainment, and Recreation",Industry
2020-07-22,spend_aer,-60,-60%,"Jul 22, 2020","Entertainment, and Recreation",Industry
2020-07-23,spend_aer,-60,-60%,"Jul 23, 2020","Entertainment, and Recreation",Industry
2020-07-24,spend_aer,-60,-60%,"Jul 24, 2020","Entertainment, and Recreation",Industry
2020-07-25,spend_aer,-60,-60%,"Jul 25, 2020","Entertainment, and Recreation",Industry
2020-07-26,spend_aer,-60,-60%,"Jul 26, 2020","Entertainment, and Recreation",Industry
2020-07-27,spend_aer,-59,-59%,"Jul 27, 2020","Entertainment, and Recreation",Industry
2020-07-28,spend_aer,-59,-59%,"Jul 28, 2020","Entertainment, and Recreation",Industry
2020-07-29,spend_aer,-58,-58%,"Jul 29, 2020","Entertainment, and Recreation",Industry
2020-07-30,spend_aer,-57,-57%,"Jul 30, 2020","Entertainment, and Recreation",Industry
2020-07-31,spend_aer,-56,-56%,"Jul 31, 2020","Entertainment, and Recreation",Industry
